chunk_id,parent_structure_id,document_id,document_title,document_short_title,source_file,publication_date,publisher,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,source_locator,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,content_function,mode_relevance,retrieval_priority,security_class,answer_limit_note,processing_status,review_required,version
AFDP4_0_2026_CHUNK_00111,AFDP4_0_2026_STRUCT_040,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,40,40,37,37,"AFDP 4-0 Sustainment, printed p. 37",Chapter 4: Sustainment Planning & Execution,CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION,,doctrine_text,"37 CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION Timely, accurate, and responsive planning enables trade-offs, alternate COAs, and, therefore, freedom of action for JFCs. Joint logistics planning links the mission and commander’s intent to core logistics functions, procedures, and organizations. Effective air component logistics planning should be integrated with operational planning at all levels and throughout the entire process. Planning is required at each echelon of command and across the spectrum of sustainment core processes. Regardless of the planning effort (campaign support, contingency, or crisis), the planning process remains the same, and sustainment forces should be fully integrated into the process.28 Anticipating requirements, coordinating with all relevant participants, adopting a responsive posture, and rehearsing the execution plan are important elements of planning. Sustainment planners in the air component commander's staff should be involved in all planning steps to ensure the feasibility of planned operations.",1046,262,sustainment; logistics; JFC,지속지원; 군수; 합동군사령관,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 37 CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION Timely, accurate, and responsive planning enables trade-offs, alternate COAs, and, therefore, freedom of action for JFCs. Joint logistics planning links the mission and...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION |  | sustainment; logistics; JFC | 37 CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION Timely, accurate, and responsive planning enables trade-offs, alternate COAs, and, therefore, freedom of action for JFCs. Joint logistics planning links the mission and commander’s intent to core logistics functions, procedures, and organizations. Effective air component logistics planning should be integrated with operational planning at all levels and throughout the entire process. Planning is required at each echelon of command and across the spectrum of sustainment core processes. Regardless of the planning effort (campaign support, contingency, or crisis), the planning process remains the same, and sustainment forces should be fully integrated into the process.28 Anticipating requirements, coordinating with all relevant participants, adopting a responsive posture, and rehearsing the execution plan are important elements of planning. Sustainment planners in the air component commander's staff should be involved in all planning steps to ensure the feasibility of planned operations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 37.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00112,AFDP4_0_2026_STRUCT_040,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,40,40,37,37,"AFDP 4-0 Sustainment, printed p. 37",Chapter 4: Sustainment Planning & Execution,CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION,,doctrine_text,"AFPP IN LOGISTICS The logistics estimate informs the commander’s estimate, COLS, OPORD development, and execution. Execution planning may involve compressed timelines from situational awareness/initiating event through reporting to potential JFC planning guidance or Chairman, Joint Chiefs of Staff (CJCS) planning order, to OPORD and execution. The logistics estimate is an analysis of how sustainment factors can affect mission accomplishment. It contains the logistics staff’s comparison of requirements and capabilities, conclusions, and recommendations on the feasibility of conducting a specified COA. This estimate includes the effects of core logistics functions on various COAs. Preparation of the logistics estimate provides a coordinated and formalized means for the staff to identify and consider logistics shaping to realize the CONOPS. Air Component sustainment planners use the AFPP to ensure thorough analysis of all effects and capabilities to provide the most effective COA recommendations for supporting the joint air operations plan (JAOP) and/or the JFC’s campaign plan.",1091,273,sustainment; logistics; JFC; COLS,지속지원; 군수; 합동군사령관; 군수지원개념,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, AFPP IN LOGISTICS The logistics estimate informs the commander’s estimate, COLS, OPORD development, and execution. Execution planning may involve compressed timelines from situational awareness/initiating event through...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION |  | sustainment; logistics; JFC; COLS | AFPP IN LOGISTICS The logistics estimate informs the commander’s estimate, COLS, OPORD development, and execution. Execution planning may involve compressed timelines from situational awareness/initiating event through reporting to potential JFC planning guidance or Chairman, Joint Chiefs of Staff (CJCS) planning order, to OPORD and execution. The logistics estimate is an analysis of how sustainment factors can affect mission accomplishment. It contains the logistics staff’s comparison of requirements and capabilities, conclusions, and recommendations on the feasibility of conducting a specified COA. This estimate includes the effects of core logistics functions on various COAs. Preparation of the logistics estimate provides a coordinated and formalized means for the staff to identify and consider logistics shaping to realize the CONOPS. Air Component sustainment planners use the AFPP to ensure thorough analysis of all effects and capabilities to provide the most effective COA recommendations for supporting the joint air operations plan (JAOP) and/or the JFC’s campaign plan.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 37.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00113,AFDP4_0_2026_STRUCT_040,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,40,40,37,37,"AFDP 4-0 Sustainment, printed p. 37",Chapter 4: Sustainment Planning & Execution,CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION,,doctrine_text,"The COLS provides a foundational basis for preparing Annex D (Logistics) for assigned contingency plans and/or OPORD development tasks. The COLS establishes priorities of support across all phases of operations to conduct the JFC’s CONOPS. By exercising DAFL, the CCDR may assign a component commander to conduct various theater logistics functions and provide base support at designated theater locations. Logistics functions may include management of afloat assets, identification and status of theater sustainment elements, to include identification and/or forecast of required augmentation, priority of sustainment by class of supply with guidance on days of supply to be maintained (minimum and maximum), movement priorities for airlift and sealift aligned to JFC’s CONOPS, guidance for employment of sea-air interfaces to facilitate JRSOI, controlling common user logistics, JFC’s declaration of force closure, actions by phase, logistics assets required, and designation of contracting construct (e.g., lead service for 28 For additional information on the joint planning process for air (JPPA), see AFDP 3 0, Operations, and JP 3 30, Joint Air Operations.",1163,291,sustainment; logistics; JFC; ACE; COLS,지속지원; 군수; 합동군사령관; 기민전투운용; 군수지원개념,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, The COLS provides a foundational basis for preparing Annex D (Logistics) for assigned contingency plans and/or OPORD development tasks. The COLS establishes priorities of support across all phases of operations to...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | CHAPTER 4: SUSTAINMENT PLANNING & EXECUTION |  | sustainment; logistics; JFC; ACE; COLS | The COLS provides a foundational basis for preparing Annex D (Logistics) for assigned contingency plans and/or OPORD development tasks. The COLS establishes priorities of support across all phases of operations to conduct the JFC’s CONOPS. By exercising DAFL, the CCDR may assign a component commander to conduct various theater logistics functions and provide base support at designated theater locations. Logistics functions may include management of afloat assets, identification and status of theater sustainment elements, to include identification and/or forecast of required augmentation, priority of sustainment by class of supply with guidance on days of supply to be maintained (minimum and maximum), movement priorities for airlift and sealift aligned to JFC’s CONOPS, guidance for employment of sea-air interfaces to facilitate JRSOI, controlling common user logistics, JFC’s declaration of force closure, actions by phase, logistics assets required, and designation of contracting construct (e.g., lead service for 28 For additional information on the joint planning process for air (JPPA), see AFDP 3 0, Operations, and JP 3 30, Joint Air Operations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 37.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00114,AFDP4_0_2026_STRUCT_041,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,41,41,38,38,"AFDP 4-0 Sustainment, printed p. 38",Chapter 4: Sustainment Planning & Execution,Sustainment Planning Factors,,doctrine_text,"38 contracting, or joint theater support contracting command). SUSTAINMENT PLANNING FACTORS LINES OF COMMUNICATION (LOC) Air, ground, and sea LOCs are transportation bridges for deploying, sustaining, and redeploying forces. Establishing protected and resilient intertheater and intratheater LOCs is vital to sustainment success. The DoW, in conjunction with the Department of State, obtains permission for LOCs, and the Military Departments establish the physical LOCs among selected aerial ports of embarkation. Sustainment forces are integral to establishing and operating the air LOCs and the supporting nodes. Bases used for APOD, whether enroute or at the destination, are frequently non-US controlled and require extensive support from the HN. Such support reduces the need for airlift to the new location. Planners should consider the following when developing LOCs: • Existence or feasibility of establishing agreements, including the status of forces agreements, with host and enroute nations. • Overflight, landing, port, ground transportation rights, and diplomatic clearances are provided by the host and enroute nations.",1134,284,sustainment,지속지원,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 38 contracting, or joint theater support contracting command). SUSTAINMENT PLANNING FACTORS LINES OF COMMUNICATION (LOC) Air, ground, and sea LOCs are transportation bridges for deploying, sustaining, and redeploying...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Sustainment Planning Factors |  | sustainment | 38 contracting, or joint theater support contracting command). SUSTAINMENT PLANNING FACTORS LINES OF COMMUNICATION (LOC) Air, ground, and sea LOCs are transportation bridges for deploying, sustaining, and redeploying forces. Establishing protected and resilient intertheater and intratheater LOCs is vital to sustainment success. The DoW, in conjunction with the Department of State, obtains permission for LOCs, and the Military Departments establish the physical LOCs among selected aerial ports of embarkation. Sustainment forces are integral to establishing and operating the air LOCs and the supporting nodes. Bases used for APOD, whether enroute or at the destination, are frequently non-US controlled and require extensive support from the HN. Such support reduces the need for airlift to the new location. Planners should consider the following when developing LOCs: • Existence or feasibility of establishing agreements, including the status of forces agreements, with host and enroute nations. • Overflight, landing, port, ground transportation rights, and diplomatic clearances are provided by the host and enroute nations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 38.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00115,AFDP4_0_2026_STRUCT_041,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,41,41,38,38,"AFDP 4-0 Sustainment, printed p. 38",Chapter 4: Sustainment Planning & Execution,Sustainment Planning Factors,,doctrine_text,"• Availability of support (e.g., security, fuel availability, and materiel handling). • Pre-sited munitions handling areas, especially at ports of debarkation for afloat prepositioning forces and standard munitions packages, hot cargo areas. • Ability to protect the LOCs and transit corridors. • Distances to prepositioned WRM and between APODs. • Distances to commercial market capability and sources qualified to satisfy commodity and service requirements. • Ability to establish secure C2 for AOC-to-unit communications. DEPLOYMENT Deployment of personnel and equipment via the Positioning the Force sustainment core process involves movement, reception, and beddown of forces, accomplished using LOCs. Actions include, but are not limited to: • Establishing an initial operational cadre. • Accounting for US, HN, commercial, and coalition prepositioned assets and support. • Deploying enroute support force and employment elements. • Deploying, receiving, and accounting for forces. • Reviewing baseline surveys and situational awareness to protect forces.",1061,265,sustainment; deployment; munitions,지속지원; 전개; 탄약,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, • Availability of support (e.g., security, fuel availability, and materiel handling). • Pre-sited munitions handling areas, especially at ports of debarkation for afloat prepositioning forces and standard munitions...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Sustainment Planning Factors |  | sustainment; deployment; munitions | • Availability of support (e.g., security, fuel availability, and materiel handling). • Pre-sited munitions handling areas, especially at ports of debarkation for afloat prepositioning forces and standard munitions packages, hot cargo areas. • Ability to protect the LOCs and transit corridors. • Distances to prepositioned WRM and between APODs. • Distances to commercial market capability and sources qualified to satisfy commodity and service requirements. • Ability to establish secure C2 for AOC-to-unit communications. DEPLOYMENT Deployment of personnel and equipment via the Positioning the Force sustainment core process involves movement, reception, and beddown of forces, accomplished using LOCs. Actions include, but are not limited to: • Establishing an initial operational cadre. • Accounting for US, HN, commercial, and coalition prepositioned assets and support. • Deploying enroute support force and employment elements. • Deploying, receiving, and accounting for forces. • Reviewing baseline surveys and situational awareness to protect forces.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 38.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00116,AFDP4_0_2026_STRUCT_042,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,42,42,39,39,"AFDP 4-0 Sustainment, printed p. 39",Chapter 4: Sustainment Planning & Execution,Forward Operating Sites (Fos),,doctrine_text,"39 • Preparing for operations and initiating reachback operations. Deployment prioritization should be based on the supported commander’s required capabilities to meet operational priorities. Deployment should expedite the movement of personnel, aircraft, and equipment to meet those operational priorities. Phasing provides an orderly schedule for moving forces and assists commanders in refining requirements to ensure the right capabilities are in place, in the right order, to maximize the efficiencies of beddown and minimize FP risks. Political or physical restrictions on the number of personnel, aircraft, or equipment permitted at a forward location may significantly affect deployment operations. The potential for these restrictions warrants an enroute infrastructure capable of staging, storing, caring for, and managing assets from the moment they leave the origination point until they arrive at the destination. ITV information on cargo, passengers, medical patients, and personal property enables commanders to track the location and progress of critical resources essential to force readiness in the theater.",1125,281,ACE; deployment; medical; reachback,기민전투운용; 전개; 의무; 후방지원,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 39 • Preparing for operations and initiating reachback operations. Deployment prioritization should be based on the supported commander’s required capabilities to meet operational priorities. Deployment should expedite...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Forward Operating Sites (Fos) |  | ACE; deployment; medical; reachback | 39 • Preparing for operations and initiating reachback operations. Deployment prioritization should be based on the supported commander’s required capabilities to meet operational priorities. Deployment should expedite the movement of personnel, aircraft, and equipment to meet those operational priorities. Phasing provides an orderly schedule for moving forces and assists commanders in refining requirements to ensure the right capabilities are in place, in the right order, to maximize the efficiencies of beddown and minimize FP risks. Political or physical restrictions on the number of personnel, aircraft, or equipment permitted at a forward location may significantly affect deployment operations. The potential for these restrictions warrants an enroute infrastructure capable of staging, storing, caring for, and managing assets from the moment they leave the origination point until they arrive at the destination. ITV information on cargo, passengers, medical patients, and personal property enables commanders to track the location and progress of critical resources essential to force readiness in the theater.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 39.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00117,AFDP4_0_2026_STRUCT_042,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,42,42,39,39,"AFDP 4-0 Sustainment, printed p. 39",Chapter 4: Sustainment Planning & Execution,Forward Operating Sites (Fos),,doctrine_text,"Modern C2 systems use ITV to reduce the element of uncertainty inherent in deployed operations. Sustainment ITV systems should be integrated into a network accessible to theater commanders to provide the status of assets at enroute locations, reception points, staging points, and final destinations. FORWARD OPERATING SITES (FOS) In many cases, the planned FOS/CSL may already have infrastructure in place that can be made available for AFFOR. If not, commanders should consider leveraging functional communities’ capabilities during efforts to establish FOSs/CSLs. The more that can be acquired locally without unacceptable risk to health or security, the less that must be stored, maintained, and forward deployed. Commanders should establish relations with local authorities (HN military or civilian airfield authorities) to ensure all potential sources of resources required to establish FOSs/CSLs are evaluated. Commanders should be careful not to enter into any oral or written agreement with HN authorities unless specifically delegated the authority to do so.",1068,267,sustainment; AFFOR; ACE,지속지원; 공군구성군; 기민전투운용,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Modern C2 systems use ITV to reduce the element of uncertainty inherent in deployed operations. Sustainment ITV systems should be integrated into a network accessible to theater commanders to provide the status of...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Forward Operating Sites (Fos) |  | sustainment; AFFOR; ACE | Modern C2 systems use ITV to reduce the element of uncertainty inherent in deployed operations. Sustainment ITV systems should be integrated into a network accessible to theater commanders to provide the status of assets at enroute locations, reception points, staging points, and final destinations. FORWARD OPERATING SITES (FOS) In many cases, the planned FOS/CSL may already have infrastructure in place that can be made available for AFFOR. If not, commanders should consider leveraging functional communities’ capabilities during efforts to establish FOSs/CSLs. The more that can be acquired locally without unacceptable risk to health or security, the less that must be stored, maintained, and forward deployed. Commanders should establish relations with local authorities (HN military or civilian airfield authorities) to ensure all potential sources of resources required to establish FOSs/CSLs are evaluated. Commanders should be careful not to enter into any oral or written agreement with HN authorities unless specifically delegated the authority to do so.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 39.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00118,AFDP4_0_2026_STRUCT_042,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,42,42,39,39,"AFDP 4-0 Sustainment, printed p. 39",Chapter 4: Sustainment Planning & Execution,Forward Operating Sites (Fos),,doctrine_text,"The authority to negotiate and conclude such agreements is closely held and tightly controlled. Commanders should also consult with their staff JA early in the planning process to assess current international agreements affecting the establishment of the FOS/CSL and identify any required potential international agreements.29 Environmental planning should be included early in the planning stages. A survey should be completed at any new location to establish a baseline for environmental conditions before a site is used. When planning for a new FOS/CSL, the environmental objectives are to minimize risk to human health and the environment while establishing readiness to accomplish the mission. Commanders have four critical environmental goals: • Compliance with applicable US laws and regulations, environmental obligations stemming from binding international agreements, DoW, DAF, and CCMD policy; and the Environmental Annex to the applicable OPLAN/OPORD regarding environmental 29 See AFDP 3-84, Legal Support, for additional information.",1047,262,,,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, The authority to negotiate and conclude such agreements is closely held and tightly controlled. Commanders should also consult with their staff JA early in the planning process to assess current international agreements...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Forward Operating Sites (Fos) |  |  | The authority to negotiate and conclude such agreements is closely held and tightly controlled. Commanders should also consult with their staff JA early in the planning process to assess current international agreements affecting the establishment of the FOS/CSL and identify any required potential international agreements.29 Environmental planning should be included early in the planning stages. A survey should be completed at any new location to establish a baseline for environmental conditions before a site is used. When planning for a new FOS/CSL, the environmental objectives are to minimize risk to human health and the environment while establishing readiness to accomplish the mission. Commanders have four critical environmental goals: • Compliance with applicable US laws and regulations, environmental obligations stemming from binding international agreements, DoW, DAF, and CCMD policy; and the Environmental Annex to the applicable OPLAN/OPORD regarding environmental 29 See AFDP 3-84, Legal Support, for additional information.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 39.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00119,AFDP4_0_2026_STRUCT_043,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,43,43,40,40,"AFDP 4-0 Sustainment, printed p. 40",Chapter 4: Sustainment Planning & Execution,Opening The Airbase,,doctrine_text,"40 compliance requirements standards (consult legal counsel to determine applicable environmental requirements standards, including final governing standards). • Pollution prevention where practical through recycling and reuse, materiel substitution, or process change, and compliance with all applicable standards. • Remedial action to address environmental contamination caused by prior USAF activities. • Protection of cultural property IAW the 1954 Hague Convention and DoDI 4715.22 to avoid exposing it to destruction or damage in the event of armed conflict, and refrain from any act of hostility directed against such property. OPENING THE AIRBASE Airbase opening is a critical task for military operations and requires significant attention by the air component commander. Requirements for opening an airbase should be included in the planning. Long-range planners and current operations planners can assist in exploiting both classified and unclassified venues. Planners should include personnel from the applicable airbase opening force, representatives from the seizure force, and liaison elements to minimize operational seams.",1139,285,airbase,공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 40 compliance requirements standards (consult legal counsel to determine applicable environmental requirements standards, including final governing standards). • Pollution prevention where practical through recycling...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Opening The Airbase |  | airbase | 40 compliance requirements standards (consult legal counsel to determine applicable environmental requirements standards, including final governing standards). • Pollution prevention where practical through recycling and reuse, materiel substitution, or process change, and compliance with all applicable standards. • Remedial action to address environmental contamination caused by prior USAF activities. • Protection of cultural property IAW the 1954 Hague Convention and DoDI 4715.22 to avoid exposing it to destruction or damage in the event of armed conflict, and refrain from any act of hostility directed against such property. OPENING THE AIRBASE Airbase opening is a critical task for military operations and requires significant attention by the air component commander. Requirements for opening an airbase should be included in the planning. Long-range planners and current operations planners can assist in exploiting both classified and unclassified venues. Planners should include personnel from the applicable airbase opening force, representatives from the seizure force, and liaison elements to minimize operational seams.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 40.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00120,AFDP4_0_2026_STRUCT_043,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,43,43,40,40,"AFDP 4-0 Sustainment, printed p. 40",Chapter 4: Sustainment Planning & Execution,Opening The Airbase,,doctrine_text,"Airfield assessment in support of theater capabilities planning is a process used to accomplish airfield surveys and determine appropriate support requirements. The USAF should employ geospatial engineering resources, including, but not limited to, site surveys, geospatial data, and imagery, to create a digital twin of the previously built and natural infrastructure comprising the operating location of interest during contingency planning.30 If an accurate picture of the airfield is unavailable and forces arrive shortly, a CRF would be employed to survey the airfield to develop the necessary site plans and airfield suitability and restrictions report. The JFC may establish a joint airfield planning and coordination team to address the number, type, and location of all bases in the operational area. The team’s efforts provide an opportunity for airbase opening forces to obtain evolving information regarding theater requirements. AIRBASE INFRASTRUCTURE CONSIDERATIONS Airfield assessment in support of theater capabilities planning is a process that involves conducting airfield surveys and determining related support requirements.",1144,286,JFC; airbase,합동군사령관; 공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Airfield assessment in support of theater capabilities planning is a process used to accomplish airfield surveys and determine appropriate support requirements. The USAF should employ geospatial engineering resources,...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Opening The Airbase |  | JFC; airbase | Airfield assessment in support of theater capabilities planning is a process used to accomplish airfield surveys and determine appropriate support requirements. The USAF should employ geospatial engineering resources, including, but not limited to, site surveys, geospatial data, and imagery, to create a digital twin of the previously built and natural infrastructure comprising the operating location of interest during contingency planning.30 If an accurate picture of the airfield is unavailable and forces arrive shortly, a CRF would be employed to survey the airfield to develop the necessary site plans and airfield suitability and restrictions report. The JFC may establish a joint airfield planning and coordination team to address the number, type, and location of all bases in the operational area. The team’s efforts provide an opportunity for airbase opening forces to obtain evolving information regarding theater requirements. AIRBASE INFRASTRUCTURE CONSIDERATIONS Airfield assessment in support of theater capabilities planning is a process that involves conducting airfield surveys and determining related support requirements.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 40.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00121,AFDP4_0_2026_STRUCT_043,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,43,43,40,40,"AFDP 4-0 Sustainment, printed p. 40",Chapter 4: Sustainment Planning & Execution,Opening The Airbase,,doctrine_text,"The USAF should conduct site surveys and collect data from as many sources as possible during contingency planning. This early engagement facilitates planning and execution and enhances relationships with country teams in locations not routinely visited by USAF personnel. Advances in geospatial engineering technologies now enable planners to precisely locate all existing built and natural infrastructure assets comprising an airbase. Once compiled, this digital image informs planners of the presence, position, proximity, and capacities of existing facilities, parking ramps, and other essential resources to help assess risks to OPLANs. 30 See AFDP 3-34, Engineer Operations, for additional information.",708,177,airbase,공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, The USAF should conduct site surveys and collect data from as many sources as possible during contingency planning. This early engagement facilitates planning and execution and enhances relationships with country teams...","AFDP 4-0 Sustainment | Chapter 4: Sustainment Planning & Execution | Opening The Airbase |  | airbase | The USAF should conduct site surveys and collect data from as many sources as possible during contingency planning. This early engagement facilitates planning and execution and enhances relationships with country teams in locations not routinely visited by USAF personnel. Advances in geospatial engineering technologies now enable planners to precisely locate all existing built and natural infrastructure assets comprising an airbase. Once compiled, this digital image informs planners of the presence, position, proximity, and capacities of existing facilities, parking ramps, and other essential resources to help assess risks to OPLANs. 30 See AFDP 3-34, Engineer Operations, for additional information.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 40.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,low,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
