rag_chunk_id,source_table,document_id,document_title,document_short_title,source_file,pdf_page_start,pdf_page_end,chunk_type,retrieval_priority,text,embedding_text,citation_text,content_function,mode_relevance,keywords_en,keywords_ko,summary_ko,security_class,processing_status,review_required,version
NWP114M_BODY_GROUP_0149_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,109,109,body,high,"7.3.2 Neutral Ports and Roadsteads. Although neutral States may, on a nondiscriminatory basis, close their ports and roadsteads to belligerent warships, they are not obliged to do so. In any event, Hague Convention XIII requires a 24-hour (or other time period as prescribed by local regulations) notice to depart must be provided to belligerent warships located in neutral ports or roadsteads at the outbreak of armed conflict. Thereafter, belligerent warships may visit only those neutral ports and roadsteads that the neutral State may choose to open to them for that purpose. Belligerent vessels, including warships, retain a right of entry in distress whether caused by force majeure or damage resulting from enemy action. The right of entry in distress does not prejudice the measures a neutral may take after entry has been granted.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2 Neutral Ports and Roadsteads
English keywords: warship; neutrality; Neutral; Ports; Roadsteads
Korean keywords: 군함; 중립법
Text: 7.3.2 Neutral Ports and Roadsteads. Although neutral States may, on a nondiscriminatory basis, close their ports and roadsteads to belligerent warships, they are not obliged to do so. In any event, Hague Convention XIII requires a 24-hour (or other time period as prescribed by local regulations) notice to depart must be provided to belligerent warships located in neutral ports or roadsteads at the outbreak of armed conflict. Thereafter, belligerent warships may visit only those neutral ports and roadsteads that the neutral State may choose to open to them for that purpose. Belligerent vessels, including warships, retain a right of entry in distress whether caused by force majeure or damage resulting from enemy action. The right of entry in distress does not prejudice the measures a neutral may take after entry has been granted.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2 Neutral Ports and Roadsteads, PDF p.109-109",rule; consideration,qa; staff_advice,warship; neutrality; Neutral; Ports; Roadsteads,군함; 중립법,NWP 1-14M의 7.3.2 Neutral Ports and Roadsteads 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_304_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,109,109,body,high,"7.3.2.1 Limitations on Stay and Departure. In the absence of special provisions to the contrary in the legislation of a neutral State, a belligerent State’s warships are generally prohibited from remaining in that neutral State’s ports, roadsteads, or territorial waters for more than 24 hours. See Hague Convention XIII. This restriction does not apply to belligerent warships devoted exclusively to philanthropic, religious, or nonmilitary scientific purposes. Warships engaged in the collection of scientific data of potential military application are not exempt. A belligerent warship may not prolong its stay in a neutral port beyond the permissible time except on account of damage or stress of weather. It must depart as soon as the cause of the delay is at an end. It is the duty of a neutral State to prevent a belligerent warship from remaining in its ports, roadsteads, or territorial waters longer than it is entitled. If, despite being given notice, a belligerent warship does not leave a port where it is not entitled to remain, the neutral State is entitled to detain the warship, its officers, and its crew.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.1 Limitations on Stay and Departure
English keywords: warship; neutrality; Limitations; Stay; Departure
Korean keywords: 군함; 중립법
Text: 7.3.2.1 Limitations on Stay and Departure. In the absence of special provisions to the contrary in the legislation of a neutral State, a belligerent State’s warships are generally prohibited from remaining in that neutral State’s ports, roadsteads, or territorial waters for more than 24 hours. See Hague Convention XIII. This restriction does not apply to belligerent warships devoted exclusively to philanthropic, religious, or nonmilitary scientific purposes. Warships engaged in the collection of scientific data of potential military application are not exempt. A belligerent warship may not prolong its stay in a neutral port beyond the permissible time except on account of damage or stress of weather. It must depart as soon as the cause of the delay is at an end. It is the duty of a neutral State to prevent a belligerent warship from remaining in its ports, roadsteads, or territorial waters longer than it is entitled. If, despite being given notice, a belligerent warship does not leave a port where it is not entitled to remain, the neutral State is entitled to detain the warship, its officers, and its crew.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.1 Limitations on Stay and Departure, PDF p.109-109",rule; consideration,qa; staff_advice,warship; neutrality; Limitations; Stay; Departure,군함; 중립법,NWP 1-14M의 7.3.2.1 Limitations on Stay and Departure 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_304_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,109,109,body,high,"If, despite being given notice, a belligerent warship does not leave a port where it is not entitled to remain, the neutral State is entitled to detain the warship, its officers, and its crew. A neutral State may adopt laws or regulations governing the presence of belligerent warships in its waters provided these laws and regulations are nondiscriminatory and apply equally to all belligerents. Unless the neutral State has adopted laws or regulations to the contrary, no more than three warships of any one belligerent State may be present in the same neutral port or roadstead at any one time. When warships of opposing belligerent States are present in a neutral port or roadstead at the same time, not less than 24 hours must elapse between the departures of the respective enemy vessels. The order of departure is determined by the order of arrival, unless an extension of the stay of the first to arrive is granted. A belligerent warship may not leave a neutral port or roadstead less than 24 hours after the departure of a merchant ship flying the flag of its enemy.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.1 Limitations on Stay and Departure
English keywords: warship; neutrality; Limitations; Stay; Departure
Korean keywords: 군함; 중립법
Text: If, despite being given notice, a belligerent warship does not leave a port where it is not entitled to remain, the neutral State is entitled to detain the warship, its officers, and its crew. A neutral State may adopt laws or regulations governing the presence of belligerent warships in its waters provided these laws and regulations are nondiscriminatory and apply equally to all belligerents. Unless the neutral State has adopted laws or regulations to the contrary, no more than three warships of any one belligerent State may be present in the same neutral port or roadstead at any one time. When warships of opposing belligerent States are present in a neutral port or roadstead at the same time, not less than 24 hours must elapse between the departures of the respective enemy vessels. The order of departure is determined by the order of arrival, unless an extension of the stay of the first to arrive is granted. A belligerent warship may not leave a neutral port or roadstead less than 24 hours after the departure of a merchant ship flying the flag of its enemy.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.1 Limitations on Stay and Departure, PDF p.109-109",rule; consideration,qa; staff_advice,warship; neutrality; Limitations; Stay; Departure,군함; 중립법,NWP 1-14M의 7.3.2.1 Limitations on Stay and Departure 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_305_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,110,body,medium,"7.3.2.2 War Materials, Supplies, Communications, and Repairs. Belligerent warships may not make use of neutral ports or roadsteads to replenish or increase their supplies of war materials or their armaments, or to erect or employ any apparatus for communicating with belligerent forces. Although they may take on food and fuel, the law is unsettled as to the quantities that may be allowed. In practice, it has been left to the neutral State to determine the conditions for the replenishment and refueling of belligerent warships, subject to the principle of nondiscrimination among belligerents and the prohibition against the use of neutral territory as a base of operations. Hague Convention XIII, Article 19 limits resupply of food on warships to the peace standard. Article 19 establishes two different standards for refueling. Warships may take on sufficient fuel to enable them to reach the nearest port in their own country, or they may take on the fuel to fill up their bunkers built to carry fuel when in neutral countries which have adopted this method of determining the amount of fuel to be supplied.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.2 War Materials, Supplies, Communications, and Repairs
English keywords: warship; neutrality; Materials; Supplies; Communications; Repairs
Korean keywords: 군함; 중립법
Text: 7.3.2.2 War Materials, Supplies, Communications, and Repairs. Belligerent warships may not make use of neutral ports or roadsteads to replenish or increase their supplies of war materials or their armaments, or to erect or employ any apparatus for communicating with belligerent forces. Although they may take on food and fuel, the law is unsettled as to the quantities that may be allowed. In practice, it has been left to the neutral State to determine the conditions for the replenishment and refueling of belligerent warships, subject to the principle of nondiscrimination among belligerents and the prohibition against the use of neutral territory as a base of operations. Hague Convention XIII, Article 19 limits resupply of food on warships to the peace standard. Article 19 establishes two different standards for refueling. Warships may take on sufficient fuel to enable them to reach the nearest port in their own country, or they may take on the fuel to fill up their bunkers built to carry fuel when in neutral countries which have adopted this method of determining the amount of fuel to be supplied.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.2 War Materials, Supplies, Communications, and Repairs, PDF p.110-110",consideration; planning_factor,qa; staff_advice,warship; neutrality; Materials; Supplies; Communications; Repairs,군함; 중립법,"NWP 1-14M의 7.3.2.2 War Materials, Supplies, Communications, and Repairs 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.",public,ok,NO,v2
NWP114M_SEC_305_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,110,body,high,"their own country, or they may take on the fuel to fill up their bunkers built to carry fuel when in neutral countries which have adopted this method of determining the amount of fuel to be supplied. Article 20 forbids warships to renew their supply of fuel in the ports of the same neutral State until a minimum period of 3 months has elapsed. Belligerent warships may only carry out repairs in neutral ports and roadsteads as are absolutely necessary to render them seaworthy. If the 1928 Pan American Maritime Neutrality Convention is applicable, then damage found to have been produced by the enemy’s fire must not be repaired. Whether such repairs are prohibited by customary international law is less clear. Some States have allowed such repairs provided they are limited to rendering the ship sufficiently seaworthy to continue its voyage safely. The law is unsettled as to whether repair of battle damage, even for seaworthiness purposes, is permitted under this doctrine. Some States have interpreted a neutral’s duty to include forbidding, under any circumstances, the repair of damage incurred in battle.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.2 War Materials, Supplies, Communications, and Repairs
English keywords: warship; neutrality; Materials; Supplies; Communications; Repairs
Korean keywords: 군함; 중립법
Text: their own country, or they may take on the fuel to fill up their bunkers built to carry fuel when in neutral countries which have adopted this method of determining the amount of fuel to be supplied. Article 20 forbids warships to renew their supply of fuel in the ports of the same neutral State until a minimum period of 3 months has elapsed. Belligerent warships may only carry out repairs in neutral ports and roadsteads as are absolutely necessary to render them seaworthy. If the 1928 Pan American Maritime Neutrality Convention is applicable, then damage found to have been produced by the enemy’s fire must not be repaired. Whether such repairs are prohibited by customary international law is less clear. Some States have allowed such repairs provided they are limited to rendering the ship sufficiently seaworthy to continue its voyage safely. The law is unsettled as to whether repair of battle damage, even for seaworthiness purposes, is permitted under this doctrine. Some States have interpreted a neutral’s duty to include forbidding, under any circumstances, the repair of damage incurred in battle.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.2 War Materials, Supplies, Communications, and Repairs, PDF p.110-110",rule; consideration,qa; staff_advice,warship; neutrality; Materials; Supplies; Communications; Repairs,군함; 중립법,"NWP 1-14M의 7.3.2.2 War Materials, Supplies, Communications, and Repairs 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.",public,ok,NO,v2
NWP114M_SEC_305_C003,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,110,body,high,"for seaworthiness purposes, is permitted under this doctrine. Some States have interpreted a neutral’s duty to include forbidding, under any circumstances, the repair of damage incurred in battle. A belligerent warship damaged by enemy fire that will not or cannot put to sea once her lawful period of stay has expired, must be interned. Other States have not interpreted a neutral’s duty to include forbidding the repair of damage produced by enemy fire, provided the repairs are limited to rendering the ship sufficiently seaworthy to safely continue her voyage. In any event, belligerent warships may not add to or repair weapons systems or enhance any other aspect of their warfighting capability. It is the duty of the neutral State to decide what repairs are necessary to restore seaworthiness and insist they be accomplished with the least possible delay.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.2 War Materials, Supplies, Communications, and Repairs
English keywords: warship; neutrality; weapons; Materials; Supplies; Communications; Repairs
Korean keywords: 군함; 중립법; 무기
Text: for seaworthiness purposes, is permitted under this doctrine. Some States have interpreted a neutral’s duty to include forbidding, under any circumstances, the repair of damage incurred in battle. A belligerent warship damaged by enemy fire that will not or cannot put to sea once her lawful period of stay has expired, must be interned. Other States have not interpreted a neutral’s duty to include forbidding the repair of damage produced by enemy fire, provided the repairs are limited to rendering the ship sufficiently seaworthy to safely continue her voyage. In any event, belligerent warships may not add to or repair weapons systems or enhance any other aspect of their warfighting capability. It is the duty of the neutral State to decide what repairs are necessary to restore seaworthiness and insist they be accomplished with the least possible delay.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.2 War Materials, Supplies, Communications, and Repairs, PDF p.110-110",rule; consideration,qa; staff_advice,warship; neutrality; weapons; Materials; Supplies; Communications; Repairs,군함; 중립법; 무기,"NWP 1-14M의 7.3.2.2 War Materials, Supplies, Communications, and Repairs 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.",public,ok,NO,v2
NWP114M_BODY_GROUP_0150_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,110,body,high,"7.3.2.3 Prizes. A prize (i.e., a captured neutral or enemy merchant ship) may only be brought into a neutral port or roadstead because of unseaworthiness, stress of weather, or want of fuel or provisions, and must leave as soon as such circumstances are overcome or cease to prevail. It is the duty of the neutral State to release a prize, together with its officers and crew, and intern the offending belligerent’s prize master and prize crew whenever a prize is unlawfully brought into a neutral port or roadstead or, having entered lawfully, fails to depart when ordered as soon as the circumstances that justified its entry no longer pertain. 7.3.3 Neutral Internal Waters. Neutral internal waters encompass waters of a neutral State that are landward of the baseline from which the territorial sea is measured, or, in the case of archipelagic States, within the closing lines drawn for the delimitation of such waters. The rules governing neutral ports and roadsteads apply as well to neutral internal waters.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.2.3 Prizes; 7.3.3 Neutral Internal Waters
English keywords: territorial sea; internal waters; baseline; archipelagic; neutrality; Prizes; Neutral; Internal
Korean keywords: 영해; 내수; 기선; 군도수역; 중립법
Text: 7.3.2.3 Prizes. A prize (i.e., a captured neutral or enemy merchant ship) may only be brought into a neutral port or roadstead because of unseaworthiness, stress of weather, or want of fuel or provisions, and must leave as soon as such circumstances are overcome or cease to prevail. It is the duty of the neutral State to release a prize, together with its officers and crew, and intern the offending belligerent’s prize master and prize crew whenever a prize is unlawfully brought into a neutral port or roadstead or, having entered lawfully, fails to depart when ordered as soon as the circumstances that justified its entry no longer pertain. 7.3.3 Neutral Internal Waters. Neutral internal waters encompass waters of a neutral State that are landward of the baseline from which the territorial sea is measured, or, in the case of archipelagic States, within the closing lines drawn for the delimitation of such waters. The rules governing neutral ports and roadsteads apply as well to neutral internal waters.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.2.3 Prizes; 7.3.3 Neutral Internal Waters, PDF p.110-110",rule; consideration,qa; staff_advice,territorial sea; internal waters; baseline; archipelagic; neutrality; Prizes; Neutral; Internal,영해; 내수; 기선; 군도수역; 중립법,NWP 1-14M의 7.3.2.3 Prizes; 7.3.3 Neutral Internal Waters 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_308_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,111,body,high,"7.3.4 Neutral Territorial Seas. Neutral territorial seas, like neutral territory, must not be used by belligerent forces as either a sanctuary from their enemies or as a base of operations. Belligerents are obliged to refrain from all acts of hostility in neutral territorial seas, except those necessitated by self-defense or undertaken as self-help enforcement actions against enemy forces in violation of the neutral status of those waters when the neutral State cannot or will not enforce its inviolability. A neutral State may, on a nondiscriminatory basis, suspend passage of belligerent warships and prizes through its territorial seas, except in international straits and archipelagic sea lanes. When properly notified of its closure, belligerents are obliged to refrain from entering a neutral territorial sea, except to transit through international straits, archipelagic sea lanes, or as necessitated by distress. A neutral State may allow the passage of belligerent warships and prizes through its territorial seas. While in neutral territorial seas, a belligerent warship must refrain from adding to or repairing its armaments or replenishing its war materials.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.4 Neutral Territorial Seas
English keywords: territorial sea; archipelagic; strait; warship; neutrality; self-defense; Neutral; Territorial
Korean keywords: 영해; 군도수역; 국제해협; 군함; 중립법; 자위권
Text: 7.3.4 Neutral Territorial Seas. Neutral territorial seas, like neutral territory, must not be used by belligerent forces as either a sanctuary from their enemies or as a base of operations. Belligerents are obliged to refrain from all acts of hostility in neutral territorial seas, except those necessitated by self-defense or undertaken as self-help enforcement actions against enemy forces in violation of the neutral status of those waters when the neutral State cannot or will not enforce its inviolability. A neutral State may, on a nondiscriminatory basis, suspend passage of belligerent warships and prizes through its territorial seas, except in international straits and archipelagic sea lanes. When properly notified of its closure, belligerents are obliged to refrain from entering a neutral territorial sea, except to transit through international straits, archipelagic sea lanes, or as necessitated by distress. A neutral State may allow the passage of belligerent warships and prizes through its territorial seas. While in neutral territorial seas, a belligerent warship must refrain from adding to or repairing its armaments or replenishing its war materials.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.4 Neutral Territorial Seas, PDF p.110-111",rule; consideration,qa; staff_advice,territorial sea; archipelagic; strait; warship; neutrality; self-defense; Neutral; Territorial,영해; 군도수역; 국제해협; 군함; 중립법; 자위권,NWP 1-14M의 7.3.4 Neutral Territorial Seas 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_308_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,110,111,body,high,"warships and prizes through its territorial seas. While in neutral territorial seas, a belligerent warship must refrain from adding to or repairing its armaments or replenishing its war materials. Although the general practice has been to close neutral territorial seas to belligerent submarines, a neutral State may elect to allow passage of submarines. Neutral States customarily authorize passage through their territorial sea of ships carrying the wounded, sick, and shipwrecked, whether or not those waters are otherwise closed to belligerent vessels.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.4 Neutral Territorial Seas
English keywords: territorial sea; warship; neutrality; Neutral; Territorial; Seas
Korean keywords: 영해; 군함; 중립법
Text: warships and prizes through its territorial seas. While in neutral territorial seas, a belligerent warship must refrain from adding to or repairing its armaments or replenishing its war materials. Although the general practice has been to close neutral territorial seas to belligerent submarines, a neutral State may elect to allow passage of submarines. Neutral States customarily authorize passage through their territorial sea of ships carrying the wounded, sick, and shipwrecked, whether or not those waters are otherwise closed to belligerent vessels.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.4 Neutral Territorial Seas, PDF p.110-111",rule; consideration,qa; staff_advice,territorial sea; warship; neutrality; Neutral; Territorial; Seas,영해; 군함; 중립법,NWP 1-14M의 7.3.4 Neutral Territorial Seas 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_BODY_GROUP_0151_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,111,111,body,high,"7.3.5 The 12 Nautical-mile Territorial Sea. When the law of neutrality was codified in the Hague Conventions of 1907, the 3 nautical-mile territorial sea was the accepted norm, aviation was in its infancy, and the submarine had not yet proven itself a significant weapons platform. The rules of neutrality applicable to the territorial sea were designed primarily to regulate the conduct of surface warships in a narrow band of water off neutral coasts. The UN Convention on the Law of the Sea provides coastal States may lawfully extend the breadth of claimed territorial seas to 12 nautical miles. The United States claims a 12 nautical-mile territorial sea and recognizes the right of all coastal States to do likewise. The law of neutrality remains applicable in the 12 nautical-mile territorial sea and airspace. Belligerents continue to be obliged to refrain from acts of hostility in neutral waters and are forbidden to use the territorial sea of a neutral State as a place of sanctuary from their enemies or as a base of operations. Should belligerent forces violate the neutrality of those waters and the neutral State demonstrates an inability or unwillingness to detect and expel the offender, the other belligerent retains the right to undertake such self-help enforcement actions as are necessary to assure compliance by their adversary and the neutral State with the law of neutrality.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.5 The 12 Nautical-mile Territorial Sea
English keywords: territorial sea; warship; neutrality; weapons; Nautical-mile; Territorial
Korean keywords: 영해; 군함; 중립법; 무기
Text: 7.3.5 The 12 Nautical-mile Territorial Sea. When the law of neutrality was codified in the Hague Conventions of 1907, the 3 nautical-mile territorial sea was the accepted norm, aviation was in its infancy, and the submarine had not yet proven itself a significant weapons platform. The rules of neutrality applicable to the territorial sea were designed primarily to regulate the conduct of surface warships in a narrow band of water off neutral coasts. The UN Convention on the Law of the Sea provides coastal States may lawfully extend the breadth of claimed territorial seas to 12 nautical miles. The United States claims a 12 nautical-mile territorial sea and recognizes the right of all coastal States to do likewise. The law of neutrality remains applicable in the 12 nautical-mile territorial sea and airspace. Belligerents continue to be obliged to refrain from acts of hostility in neutral waters and are forbidden to use the territorial sea of a neutral State as a place of sanctuary from their enemies or as a base of operations. Should belligerent forces violate the neutrality of those waters and the neutral State demonstrates an inability or unwillingness to detect and expel the offender, the other belligerent retains the right to undertake such self-help enforcement actions as are necessary to assure compliance by their adversary and the neutral State with the law of neutrality.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.5 The 12 Nautical-mile Territorial Sea, PDF p.111-111",consideration; planning_factor,qa; staff_advice,territorial sea; warship; neutrality; weapons; Nautical-mile; Territorial,영해; 군함; 중립법; 무기,NWP 1-14M의 7.3.5 The 12 Nautical-mile Territorial Sea 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_BODY_GROUP_0152_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,111,111,body,high,"7.3.6 International Straits Overlapped by Neutral Waters. Customary international law, as reflected in UNCLOS, provides belligerent and neutral surface ships, submarines, and aircraft have a right of transit passage through, over, and under all straits used for international navigation. Neutral States cannot suspend, hamper, or otherwise impede this right of transit passage through international straits. Belligerent forces transiting through international straits overlapped by neutral waters must proceed without delay, must refrain from the threat or use of force against the neutral State, and must otherwise refrain from acts of hostility and other activities not incident to their transit. Belligerent forces in transit may take defensive measures consistent with their security, to include the launching and recovery of aircraft and military devices, screen formation steaming, and acoustic and electronic surveillance, and may respond in self-defense to a hostile act or demonstrated hostile intent. Belligerent forces may not use neutral straits as a place of sanctuary or as a base of operations, and belligerent warships may not exercise the belligerent right of visit and search in those waters.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.6 International Straits Overlapped by Neutral Waters
English keywords: UNCLOS; strait; transit passage; warship; navigation; neutrality; self-defense; International
Korean keywords: 유엔해양법협약; 국제해협; 통과통항; 군함; 항행; 중립법; 자위권
Text: 7.3.6 International Straits Overlapped by Neutral Waters. Customary international law, as reflected in UNCLOS, provides belligerent and neutral surface ships, submarines, and aircraft have a right of transit passage through, over, and under all straits used for international navigation. Neutral States cannot suspend, hamper, or otherwise impede this right of transit passage through international straits. Belligerent forces transiting through international straits overlapped by neutral waters must proceed without delay, must refrain from the threat or use of force against the neutral State, and must otherwise refrain from acts of hostility and other activities not incident to their transit. Belligerent forces in transit may take defensive measures consistent with their security, to include the launching and recovery of aircraft and military devices, screen formation steaming, and acoustic and electronic surveillance, and may respond in self-defense to a hostile act or demonstrated hostile intent. Belligerent forces may not use neutral straits as a place of sanctuary or as a base of operations, and belligerent warships may not exercise the belligerent right of visit and search in those waters.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.6 International Straits Overlapped by Neutral Waters, PDF p.111-111",rule; consideration,qa; staff_advice,UNCLOS; strait; transit passage; warship; navigation; neutrality; self-defense; International,유엔해양법협약; 국제해협; 통과통항; 군함; 항행; 중립법; 자위권,NWP 1-14M의 7.3.6 International Straits Overlapped by Neutral Waters 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_311_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,111,111,body,high,"7.3.7 Neutral Archipelagic Waters. The United States recognizes the right of qualifying island States to establish archipelagic baselines enclosing archipelagic waters, provided the baselines are drawn in conformity with UNCLOS. Belligerent forces must refrain from acts of hostility in neutral archipelagic waters and from using them as a sanctuary or a base of operations. Belligerent ships or aircraft—including surface warships, submarines and military aircraft—retain the right of unimpeded archipelagic sea lanes passage through, under, and over neutral archipelagic sea lanes. Belligerent forces exercising the right of archipelagic sea lanes passage may engage in those activities that are incident to their normal mode of continuous and expeditious passage and are consistent with their security, including formation steaming, acoustic and electronic surveillance, and the launching and recovery of aircraft and military devices. Visit and search is not authorized in neutral archipelagic waters. A neutral State may close its archipelagic waters, other than archipelagic sea lanes (whether formally designated or not), to the passage of belligerent ships, but it is not obligated to do so.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 7—The Law of Neutrality
Section: 7.3.7 Neutral Archipelagic Waters
English keywords: UNCLOS; baseline; archipelagic; warship; military aircraft; neutrality; Neutral; Archipelagic
Korean keywords: 유엔해양법협약; 기선; 군도수역; 군함; 군용항공기; 중립법
Text: 7.3.7 Neutral Archipelagic Waters. The United States recognizes the right of qualifying island States to establish archipelagic baselines enclosing archipelagic waters, provided the baselines are drawn in conformity with UNCLOS. Belligerent forces must refrain from acts of hostility in neutral archipelagic waters and from using them as a sanctuary or a base of operations. Belligerent ships or aircraft—including surface warships, submarines and military aircraft—retain the right of unimpeded archipelagic sea lanes passage through, under, and over neutral archipelagic sea lanes. Belligerent forces exercising the right of archipelagic sea lanes passage may engage in those activities that are incident to their normal mode of continuous and expeditious passage and are consistent with their security, including formation steaming, acoustic and electronic surveillance, and the launching and recovery of aircraft and military devices. Visit and search is not authorized in neutral archipelagic waters. A neutral State may close its archipelagic waters, other than archipelagic sea lanes (whether formally designated or not), to the passage of belligerent ships, but it is not obligated to do so.","NWP 1-14M, Chapter 7—The Law of Neutrality, 7.3.7 Neutral Archipelagic Waters, PDF p.111-111",rule; consideration,qa; staff_advice,UNCLOS; baseline; archipelagic; warship; military aircraft; neutrality; Neutral; Archipelagic,유엔해양법협약; 기선; 군도수역; 군함; 군용항공기; 중립법,NWP 1-14M의 7.3.7 Neutral Archipelagic Waters 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
