rag_chunk_id,source_table,document_id,document_title,document_short_title,source_file,pdf_page_start,pdf_page_end,chunk_type,retrieval_priority,text,embedding_text,citation_text,content_function,mode_relevance,keywords_en,keywords_ko,summary_ko,security_class,processing_status,review_required,version
MSRG_GLOS_TERM_123,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,"The use of proportionate force, when necessary, for the protection of United States flag vessels and aircraft, United States citizens (whether embarked in United States or foreign vessels), and their property against unlawful violence. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: shipping
Korean keywords: 방호
Text: The use of proportionate force, when necessary, for the protection of United States flag vessels and aircraft, United States citizens (whether embarked in United States or foreign vessels), and their property against unlawful violence. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,shipping,방호,,public,ok,NO,v1
MSRG_GLOS_TERM_124,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,"An operation to temporarily seize an area to secure information, confuse an enemy, capture personnel or equipment, or to destroy a capability culminating with a planned withdrawal. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: raid
Korean keywords: 해양참모운용 용어
Text: An operation to temporarily seize an area to secure information, confuse an enemy, capture personnel or equipment, or to destroy a capability culminating with a planned withdrawal. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,raid,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_125,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,"A mission undertaken to obtain information about the activities and resources of an enemy or adversary, or to secure data concerning the meteorological, hydrographic, geographic, or other characteristics of a particular area, by visual observation or other detection methods. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: reconnaissance
Korean keywords: 해양참모운용 용어
Text: A mission undertaken to obtain information about the activities and resources of an enemy or adversary, or to secure data concerning the meteorological, hydrographic, geographic, or other characteristics of a particular area, by visual observation or other detection methods. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,reconnaissance,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_126,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,"Any specific time-sensitive ad hoc requirement for intelligence information or products to support an ongoing crisis or operation not necessarily related to standing requirements or scheduled intelligence production. In Navy usage, a general term for an information request that can be used to meet an information need associated with an operation. (JP 2-0,","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: RFI)
Korean keywords: 정보
Text: Any specific time-sensitive ad hoc requirement for intelligence information or products to support an ongoing crisis or operation not necessarily related to standing requirements or scheduled intelligence production. In Navy usage, a general term for an information request that can be used to meet an information need associated with an operation. (JP 2-0,","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,RFI),정보,,public,ok,NO,v1
MSRG_GLOS_TERM_127,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,"In the context of planning, a requirement placed on the command by a higher command that prohibits an action. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: restraint
Korean keywords: 계획
Text: In the context of planning, a requirement placed on the command by a higher command that prohibits an action. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,restraint,계획,,public,ok,NO,v1
MSRG_GLOS_TERM_128,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,88,88,glossary,high,Directives issued by competent military authority that delineate the circumstances and limitations under which United States forces will initiate and/or continue combat engagement with other forces encountered. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ROE)
Korean keywords: 해양참모운용 용어
Text: Directives issued by competent military authority that delineate the circumstances and limitations under which United States forces will initiate and/or continue combat engagement with other forces encountered. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.88-88",glossary_definition; definition,qa; staff_advice,ROE),해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_129,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,Designated area(s) to which noncombatant evacuees of the United States Government’s responsibility and commercial vehicles and materiel may be evacuated during an emergency. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: haven
Korean keywords: 해양참모운용 용어
Text: Designated area(s) to which noncombatant evacuees of the United States Government’s responsibility and commercial vehicles and materiel may be evacuated during an emergency. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,haven,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_130,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,Partially or completely denying the adversary the use of the sea with a force that may be insufficient to ensure the use of the sea by one’s own forces. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: denial
Korean keywords: 해양참모운용 용어
Text: Partially or completely denying the adversary the use of the sea with a force that may be insufficient to ensure the use of the sea by one’s own forces. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,denial,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_131,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,The subsequent operation or phase based on the possible outcomes of the current operation or phase. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: sequel
Korean keywords: 해양참모운용 용어
Text: The subsequent operation or phase based on the possible outcomes of the current operation or phase. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,sequel,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_132,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,"A command consisting of the Service component commander and all those Service forces, such as individuals, units, detachments, organizations, and installations under that command, including the support forces that have been assigned to a combatant command or further assigned to a subordinate unified command or joint task force. (JP 1, Vol. 2)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: command
Korean keywords: 해양참모운용 용어
Text: A command consisting of the Service component commander and all those Service forces, such as individuals, units, detachments, organizations, and installations under that command, including the support forces that have been assigned to a combatant command or further assigned to a subordinate unified command or joint task force. (JP 1, Vol. 2)","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,command,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_133,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,Those activities conducted by friendly forces designed to set conditions for the success of subsequent operations. Normally associated with supporting forces or efforts. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: actions
Korean keywords: 해양참모운용 용어
Text: Those activities conducted by friendly forces designed to set conditions for the success of subsequent operations. Normally associated with supporting forces or efforts. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,actions,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_134,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,89,89,glossary,high,"Various military missions, tasks, and activities conducted outside the United States in coordination with other instruments of national power to maintain or reestablish a safe and secure environment and provide essential governmental services, emergency infrastructure reconstruction, and humanitarian relief. (JP 3-0)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: activities
Korean keywords: 해양참모운용 용어
Text: Various military missions, tasks, and activities conducted outside the United States in coordination with other instruments of national power to maintain or reestablish a safe and secure environment and provide essential governmental services, emergency infrastructure reconstruction, and humanitarian relief. (JP 3-0)","MSRG DEC 2025, Glossary/Acronyms, PDF p.89-89",glossary_definition; definition,qa; staff_advice,activities,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_135,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,"The level of warfare at which a nation determines national or multinational guidance, develops strategic objectives, then develops and commits national resources to achieve those objectives. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: warfare
Korean keywords: 해양참모운용 용어
Text: The level of warfare at which a nation determines national or multinational guidance, develops strategic objectives, then develops and commits national resources to achieve those objectives. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,warfare,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_136,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,"1. The action of a force that aids, protects, complements, or sustains another force in accordance with a directive requiring such action. 2. A unit that helps another unit in battle. 3. An element of a command that assists, protects, or supplies other forces in combat. (JP 1, Vol. 2)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: support
Korean keywords: 해양참모운용 용어
Text: 1. The action of a force that aids, protects, complements, or sustains another force in accordance with a directive requiring such action. 2. A unit that helps another unit in battle. 3. An element of a command that assists, protects, or supplies other forces in combat. (JP 1, Vol. 2)","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,support,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_137,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,"1. The commander having primary responsibility for all aspects of a task assigned. 2. In the context of joint planning, the commander who prepares operation plans or operation orders in response to requirements of the Chairman of the Joint Chiefs of Staff. 3. In the context of a support command relationship, the commander who receives assistance from another commander, and who is responsible for ensuring the supporting commander understands the assistance required. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: commander
Korean keywords: 계획
Text: 1. The commander having primary responsibility for all aspects of a task assigned. 2. In the context of joint planning, the commander who prepares operation plans or operation orders in response to requirements of the Chairman of the Joint Chiefs of Staff. 3. In the context of a support command relationship, the commander who receives assistance from another commander, and who is responsible for ensuring the supporting commander understands the assistance required. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,commander,계획,,public,ok,NO,v1
MSRG_GLOS_TERM_138,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,"The systematic observation of aerospace, cyberspace, surface, or subsurface areas, places, persons, or things, by visual, aural, electronic, photographic, or other means. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: surveillance
Korean keywords: 해양참모운용 용어
Text: The systematic observation of aerospace, cyberspace, surface, or subsurface areas, places, persons, or things, by visual, aural, electronic, photographic, or other means. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,surveillance,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_139,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,The provision of logistics and personnel services required to maintain and prolong operations until successful mission accomplishment. (,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: sustainment
Korean keywords: 지속지원
Text: The provision of logistics and personnel services required to maintain and prolong operations until successful mission accomplishment. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,sustainment,지속지원,,public,ok,NO,v1
MSRG_GLOS_TERM_140,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,90,90,glossary,high,"1. The arrangement of military actions in time, space, and purpose to produce maximum relative combat power at a decisive place and time. 2. In intelligence usage, application of intelligence sources and methods in concert with the","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: synchronization
Korean keywords: 정보
Text: 1. The arrangement of military actions in time, space, and purpose to produce maximum relative combat power at a decisive place and time. 2. In intelligence usage, application of intelligence sources and methods in concert with the","MSRG DEC 2025, Glossary/Acronyms, PDF p.90-90",glossary_definition; definition,qa; staff_advice,synchronization,정보,,public,ok,NO,v1
MSRG_GLOS_TERM_141,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,91,91,glossary,high,"The authority over forces that is limited to the detailed direction and control of movements or maneuvers within the operational area necessary to accomplish missions or tasks assigned. (JP 1, Vol. 2)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: TACON)
Korean keywords: 해양참모운용 용어
Text: The authority over forces that is limited to the detailed direction and control of movements or maneuvers within the operational area necessary to accomplish missions or tasks assigned. (JP 1, Vol. 2)","MSRG DEC 2025, Glossary/Acronyms, PDF p.91-91",glossary_definition; definition,qa; staff_advice,TACON),해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_142,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,91,91,glossary,high,The geographical area where high-value targets can be acquired and engaged by friendly forces.(,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: TAI)
Korean keywords: 해양참모운용 용어
Text: The geographical area where high-value targets can be acquired and engaged by friendly forces.(","MSRG DEC 2025, Glossary/Acronyms, PDF p.91-91",glossary_definition; definition,qa; staff_advice,TAI),해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_143,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,91,91,glossary,high,"The process of selecting and prioritizing targets and matching the appropriate response to them, considering operational requirements and capabilities. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: targeting
Korean keywords: 해양참모운용 용어
Text: The process of selecting and prioritizing targets and matching the appropriate response to them, considering operational requirements and capabilities. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.91-91",glossary_definition; definition,qa; staff_advice,targeting,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_144,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,91,91,glossary,high,"A joint force commander-validated target or set of targets requiring immediate response because it is a highly lucrative, fleeting target of opportunity or it poses (or will soon pose) a danger to friendly forces. (","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: TST)
Korean keywords: 해양참모운용 용어
Text: A joint force commander-validated target or set of targets requiring immediate response because it is a highly lucrative, fleeting target of opportunity or it poses (or will soon pose) a danger to friendly forces. (","MSRG DEC 2025, Glossary/Acronyms, PDF p.91-91",glossary_definition; definition,qa; staff_advice,TST),해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_145,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,91,91,glossary,high,"A preliminary notice of an order or action, or a planning directive that initiates the development and evaluation of courses of action by a commander. (JP 5-0)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: WARNORD)
Korean keywords: 계획; 경고명령
Text: A preliminary notice of an order or action, or a planning directive that initiates the development and evaluation of courses of action by a commander. (JP 5-0)","MSRG DEC 2025, Glossary/Acronyms, PDF p.91-91",glossary_definition; definition,qa; staff_advice,WARNORD),계획; 경고명령,,public,ok,NO,v1
MSRG_GLOS_TERM_146,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Anti-access,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: A2
Korean keywords: 해양참모운용 용어
Text: Anti-access","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,A2,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_147,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Area Air Defense Commander,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AADC
Korean keywords: 해양참모운용 용어
Text: Area Air Defense Commander","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AADC,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_148,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Area Air Defense Plan,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AADP
Korean keywords: 해양참모운용 용어
Text: Area Air Defense Plan","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AADP,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_149,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Antiair Warfare,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AAW
Korean keywords: 해양참모운용 용어
Text: Antiair Warfare","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AAW,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_150,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Airspace Control Authority,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ACA
Korean keywords: 해양참모운용 용어
Text: Airspace Control Authority","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ACA,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_151,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Acquisition and Cross-Servicing Agreement,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ACSA
Korean keywords: 해양참모운용 용어
Text: Acquisition and Cross-Servicing Agreement","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ACSA,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_152,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Air Defense; Area Denial,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AD
Korean keywords: 해양참모운용 용어
Text: Air Defense; Area Denial","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AD,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_153,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Administrative Control,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ADCON
Korean keywords: 해양참모운용 용어
Text: Administrative Control","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ADCON,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_154,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Air Force Force Generation,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AFFORGEN
Korean keywords: 해양참모운용 용어
Text: Air Force Force Generation","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AFFORGEN,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_155,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Afloat Forward Staging Base,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AFSB
Korean keywords: 해양참모운용 용어
Text: Afloat Forward Staging Base","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AFSB,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_156,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Automatic Identification System,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AIS
Korean keywords: 해양참모운용 용어
Text: Automatic Identification System","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AIS,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_157,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Alert Order,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ALERTORD
Korean keywords: 해양참모운용 용어
Text: Alert Order","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ALERTORD,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_158,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Air Line of Communication,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ALOC
Korean keywords: 해양참모운용 용어
Text: Air Line of Communication","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ALOC,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_159,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Air Land Sea Space Application (Center),"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: ALSSA
Korean keywords: 해양참모운용 용어
Text: Air Land Sea Space Application (Center)","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,ALSSA,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_160,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,American Embassy,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AMEMB
Korean keywords: 해양참모운용 용어
Text: American Embassy","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AMEMB,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_161,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Area of Operations,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AO
Korean keywords: 해양참모운용 용어
Text: Area of Operations","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AO,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_162,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Amphibious Objective Area,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AOA
Korean keywords: 해양참모운용 용어
Text: Amphibious Objective Area","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AOA,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_163,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Air Operations Center,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AOC
Korean keywords: 해양참모운용 용어
Text: Air Operations Center","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AOC,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_164,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Area of Interest,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AOI
Korean keywords: 해양참모운용 용어
Text: Area of Interest","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AOI,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_165,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Area of Responsibility,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: AOR
Korean keywords: 해양참모운용 용어
Text: Area of Responsibility","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,AOR,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_166,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Aerial Port of Debarkation,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: APOD
Korean keywords: 해양참모운용 용어
Text: Aerial Port of Debarkation","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,APOD,해양참모운용 용어,,public,ok,NO,v1
MSRG_GLOS_TERM_167,glossary_chunks,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,92,92,acronym,high,Aerial Port of Embarkation,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Term: APOE
Korean keywords: 해양참모운용 용어
Text: Aerial Port of Embarkation","MSRG DEC 2025, Glossary/Acronyms, PDF p.92-92",glossary_definition; definition,qa; staff_advice,APOE,해양참모운용 용어,,public,ok,NO,v1
