chunk_id,parent_structure_id,document_id,document_title,document_short_title,publication_date,publisher,source_file,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,content_function,mode_relevance,retrieval_priority,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,security_class,answer_limit_note,source_locator,language,processing_status,review_required,version,created_date,updated_date
FM6_0_2022_BODY_0425,FM6_0_2022_STRUCT_0648,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,82,82,D,D,Chapter 4,Agenda (Responsibly Party),,main_text,"Inputs: Recommended changes to KM processes (including training), tools, and organization; KM issues. Planned network outages; technical and portal capabilities. Outputs: Updates to KM standard operating procedures. Changes to processes. Recommendation changes to the battle rhythm. Roll call (KM officer). Review of due outs and minutes from last meeting (KM officer). Review of upcoming suspense and issues (KM officer). New action items (people, processes, tools, and organization). Summary (KM officer). Guidance (chief of staff). assistant chief of staff, signal KM knowledge management",591,148,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; battle rhythm; meeting; knowledge management; network; standard operating procedure,참모; 전투리듬; 회의; 지식관리; 네트워크; 표준운영절차,Chapter 4 / Agenda (Responsibly Party) 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Agenda (Responsibly Party)
Subsection: 
Type: main_text
Keywords: staff, battle rhythm, meeting, knowledge management, network, standard operating procedure
Text: Inputs: Recommended changes to KM processes (including training), tools, and organization; KM issues. Planned network outages; technical and portal capabilities. Outputs: Updates to KM standard operating procedures. Changes to processes. Recommendation changes to the battle rhythm. Roll call (KM officer). Review of due outs and minutes from last meeting (KM officer). Review of upcoming suspense and issues (KM officer). New action items (people, processes, tools, and organization). Summary (KM officer). Guidance (chief of staff). assistant chief of staff, signal KM knowledge management","FM 6-0 (16 May 2022), FM 6-0, D: Inputs: Recommended changes to KM processes (including training), tools, and organization; KM issues. Planned network outages; technical and portal capabilities. Outputs: Updates to KM standard operating procedures. Changes to processes. Recommendation changes to the battle rhythm. Roll call (KM officer). Review of due outs and minutes from last meeting (KM officer). Review of upcoming suspense and issues (KM officer). New action items (people, p",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0426,FM6_0_2022_STRUCT_0522,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,82,82,D,D,Chapter 4,Protection Working Group,,main_text,"4-44. Protection warfighting function is the related tasks and systems that preserve the force so the commander can apply maximum combat power to accomplish the mission (ADP 3-0). Led by the unit’s protection officer, commanders establish a protection working group to integrate and synchronize capabilities and resources to preserve combat power from identified threats and hazards. (See ADP 3-37 for more information on protection doctrine.) Sample instructions for a division-level protection working group are located in table 4-12. Table 4-12. Sample protection working group",580,145,doctrinal_explanation;operational_context,qa;staff_advice,low,commander; working group; protection,지휘관; 실무회의; 방호,Chapter 4 / Protection Working Group 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Protection Working Group
Subsection: 
Type: main_text
Keywords: commander, working group, protection
Text: 4-44. Protection warfighting function is the related tasks and systems that preserve the force so the commander can apply maximum combat power to accomplish the mission (ADP 3-0). Led by the unit’s protection officer, commanders establish a protection working group to integrate and synchronize capabilities and resources to preserve combat power from identified threats and hazards. (See ADP 3-37 for more information on protection doctrine.) Sample instructions for a division-level protection working group are located in table 4-12. Table 4-12. Sample protection working group","FM 6-0 (16 May 2022), FM 6-0, D: 4-44. Protection warfighting function is the related tasks and systems that preserve the force so the commander can apply maximum combat power to accomplish the mission (ADP 3-0). Led by the unit’s protection officer, commanders establish a protection working group to integrate and synchronize capabilities and resources to preserve combat power from identified threats and hazards. (See ADP 3-37 for more information on protection doctrine.) Sample",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0427,FM6_0_2022_STRUCT_0640,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,82,82,D,D,Chapter 4,General Information,,main_text,"Participants Title: Protection working group. Purpose: Prioritize, integrate, and synchronize protection tasks and activities in support of the concept of operations. Frequency: Every other day.",194,49,doctrinal_explanation;operational_context,qa;staff_advice,low,working group; protection,실무회의; 방호,Chapter 4 / General Information 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: General Information
Subsection: 
Type: main_text
Keywords: working group, protection
Text: Participants Title: Protection working group. Purpose: Prioritize, integrate, and synchronize protection tasks and activities in support of the concept of operations. Frequency: Every other day.","FM 6-0 (16 May 2022), FM 6-0, D: Participants Title: Protection working group. Purpose: Prioritize, integrate, and synchronize protection tasks and activities in support of the concept of operations. Frequency: Every other day.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0428,FM6_0_2022_STRUCT_0613,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,82,82,D,D,Chapter 4,Duration: Two hours.,,main_text,"Location: Main command post briefing area. Medium: Face-to-face, defense collaboration services. Staff lead: Chief of protection.",129,33,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; command post; briefing; protection,참모; 지휘소; 브리핑; 방호,Chapter 4 / Duration: Two hours. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Duration: Two hours.
Subsection: 
Type: main_text
Keywords: staff, command post, briefing, protection
Text: Location: Main command post briefing area. Medium: Face-to-face, defense collaboration services. Staff lead: Chief of protection.","FM 6-0 (16 May 2022), FM 6-0, D: Location: Main command post briefing area. Medium: Face-to-face, defense collaboration services. Staff lead: Chief of protection.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0429,FM6_0_2022_STRUCT_0525,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,82,82,D,D,Chapter 4,Chair: G-3.,,main_text,"Members: G-2, G-3, G-5, G-6, G-9, air and missile defense officer, engineer, cyber electromagnetic warfare officer, explosive ordnance officer, DFSCOORD, operation security officer, provost marshal, safety officer, personnel recovery officer, staff judge advocate, surgeon representatives, Army field support brigade representative, contracting support brigade representative, liaison officers, and others as required.",418,105,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; liaison,참모; 연락장교,Chapter 4 / Chair: G-3. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Chair: G-3.
Subsection: 
Type: main_text
Keywords: staff, liaison
Text: Members: G-2, G-3, G-5, G-6, G-9, air and missile defense officer, engineer, cyber electromagnetic warfare officer, explosive ordnance officer, DFSCOORD, operation security officer, provost marshal, safety officer, personnel recovery officer, staff judge advocate, surgeon representatives, Army field support brigade representative, contracting support brigade representative, liaison officers, and others as required.","FM 6-0 (16 May 2022), FM 6-0, D: Members: G-2, G-3, G-5, G-6, G-9, air and missile defense officer, engineer, cyber electromagnetic warfare officer, explosive ordnance officer, DFSCOORD, operation security officer, provost marshal, safety officer, personnel recovery officer, staff judge advocate, surgeon representatives, Army field support brigade representative, contracting support brigade representative, liaison officers, and others as required.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0430,FM6_0_2022_STRUCT_0648,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,Agenda (Responsibly Party),,main_text,"Inputs: Higher orders, directives, and guidance. Current order to include commander’s intent, concept of operations. Current scheme of protection. Risk management products. Threat and hazard assessment.",202,51,doctrinal_explanation;operational_context,qa;staff_advice,low,commander; protection; risk management; commander’s intent,지휘관; 방호; 위험관리; 지휘관 의도,Chapter 4 / Agenda (Responsibly Party) 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Agenda (Responsibly Party)
Subsection: 
Type: main_text
Keywords: commander, protection, risk management, commander’s intent
Text: Inputs: Higher orders, directives, and guidance. Current order to include commander’s intent, concept of operations. Current scheme of protection. Risk management products. Threat and hazard assessment.","FM 6-0 (16 May 2022), FM 6-0, m: Inputs: Higher orders, directives, and guidance. Current order to include commander’s intent, concept of operations. Current scheme of protection. Risk management products. Threat and hazard assessment.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0431,FM6_0_2022_STRUCT_0531,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,Criticality assessment.,,main_text,Updated scheme of protection. Protection running estimate. Protection prioritization list. Recommended force protection conditions. Current critical assets list and defended assets list. Combined information overlay. Outputs: Updated protection assessment. Recommendation to critical and defended assets lists. Recommend protection guidance and mitigation measures. Fragmentary order recommendations.,400,100,doctrinal_explanation;operational_context,qa;staff_advice,low,running estimate; protection,지속판단; 방호,Chapter 4 / Criticality assessment. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Criticality assessment.
Subsection: 
Type: main_text
Keywords: running estimate, protection
Text: Updated scheme of protection. Protection running estimate. Protection prioritization list. Recommended force protection conditions. Current critical assets list and defended assets list. Combined information overlay. Outputs: Updated protection assessment. Recommendation to critical and defended assets lists. Recommend protection guidance and mitigation measures. Fragmentary order recommendations.","FM 6-0 (16 May 2022), FM 6-0, m: Updated scheme of protection. Protection running estimate. Protection prioritization list. Recommended force protection conditions. Current critical assets list and defended assets list. Combined information overlay. Outputs: Updated protection assessment. Recommendation to critical and defended assets lists. Recommend protection guidance and mitigation measures. Fragmentary order recommendations.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0432,FM6_0_2022_STRUCT_1243,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,Roll call.,,main_text,Intelligence update (G-2). Operations update (G-3). Protection update by protection warfighting function tasks (staff leads). Critical assets list and defended assets list review (chief of protection).,201,51,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; protection; intelligence,참모; 방호; 정보,Chapter 4 / Roll call. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Roll call.
Subsection: 
Type: main_text
Keywords: staff, protection, intelligence
Text: Intelligence update (G-2). Operations update (G-3). Protection update by protection warfighting function tasks (staff leads). Critical assets list and defended assets list review (chief of protection).","FM 6-0 (16 May 2022), FM 6-0, m: Intelligence update (G-2). Operations update (G-3). Protection update by protection warfighting function tasks (staff leads). Critical assets list and defended assets list review (chief of protection).",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0433,FM6_0_2022_STRUCT_1401,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,DFSCOORD,,main_text,"deputy fire support coordinator assistant chief of staff, plans assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, civil affairs operations",223,56,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; intelligence,참모; 정보,Chapter 4 / DFSCOORD 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: DFSCOORD
Subsection: 
Type: main_text
Keywords: staff, intelligence
Text: deputy fire support coordinator assistant chief of staff, plans assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, civil affairs operations","FM 6-0 (16 May 2022), FM 6-0, m: deputy fire support coordinator assistant chief of staff, plans assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, civil affairs operations",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0434,FM6_0_2022_STRUCT_0535,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,Sustainment Working Group,,main_text,"4-45. The sustainment working group is a forum in which members ensure logistics, personnel services, finance and comptroller, and health service support which are coordinated for and synchronized to support the concept of operations. The G-4 or S-4 chairs the meeting with members from the staff and supporting sustainment organizations that are participating. Sample instructions for a division-level sustainment working group are located in table 4-13. Table 4-13. Sample sustainment working group",500,125,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; meeting; working group; sustainment,참모; 회의; 실무회의; 지속지원,Chapter 4 / Sustainment Working Group 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Sustainment Working Group
Subsection: 
Type: main_text
Keywords: staff, meeting, working group, sustainment
Text: 4-45. The sustainment working group is a forum in which members ensure logistics, personnel services, finance and comptroller, and health service support which are coordinated for and synchronized to support the concept of operations. The G-4 or S-4 chairs the meeting with members from the staff and supporting sustainment organizations that are participating. Sample instructions for a division-level sustainment working group are located in table 4-13. Table 4-13. Sample sustainment working group","FM 6-0 (16 May 2022), FM 6-0, m: 4-45. The sustainment working group is a forum in which members ensure logistics, personnel services, finance and comptroller, and health service support which are coordinated for and synchronized to support the concept of operations. The G-4 or S-4 chairs the meeting with members from the staff and supporting sustainment organizations that are participating. Sample instructions for a division-level sustainment working group are located in table ",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0435,FM6_0_2022_STRUCT_0640,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,General Information,,main_text,Participants Title: Sustainment working group. Purpose: Synchronize the division’s sustainment effort for the next 72 hours.,124,31,doctrinal_explanation;operational_context,qa;staff_advice,low,working group; sustainment,실무회의; 지속지원,Chapter 4 / General Information 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: General Information
Subsection: 
Type: main_text
Keywords: working group, sustainment
Text: Participants Title: Sustainment working group. Purpose: Synchronize the division’s sustainment effort for the next 72 hours.","FM 6-0 (16 May 2022), FM 6-0, m: Participants Title: Sustainment working group. Purpose: Synchronize the division’s sustainment effort for the next 72 hours.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0436,FM6_0_2022_STRUCT_0539,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,Location: Sustainment cell.,,main_text,"Medium: Face-to-face, defense collaboration services.",53,14,doctrinal_explanation;operational_context,qa;staff_advice,low,medium; face-to-face; defense; collaboration; services,,Chapter 4 / Location: Sustainment cell. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Location: Sustainment cell.
Subsection: 
Type: main_text
Keywords: medium, face-to-face, defense, collaboration, services
Text: Medium: Face-to-face, defense collaboration services.","FM 6-0 (16 May 2022), FM 6-0, m: Medium: Face-to-face, defense collaboration services.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0437,FM6_0_2022_STRUCT_0542,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,83,83,m,m,Chapter 4,"Members: G-1, G-2, G-3, G-4, G-6, G-8, surgeon",,main_text,"representatives, transportation officer, protection chief, staff judge advocate representative, sustainment brigade representatives, liaison officers, and others as required.",174,44,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; liaison; sustainment; protection,참모; 연락장교; 지속지원; 방호,"Chapter 4 / Members: G-1, G-2, G-3, G-4, G-6, G-8, surgeon 관련 교리 내용을 설명하는 청크.","Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Members: G-1, G-2, G-3, G-4, G-6, G-8, surgeon
Subsection: 
Type: main_text
Keywords: staff, liaison, sustainment, protection
Text: representatives, transportation officer, protection chief, staff judge advocate representative, sustainment brigade representatives, liaison officers, and others as required.","FM 6-0 (16 May 2022), FM 6-0, m: representatives, transportation officer, protection chief, staff judge advocate representative, sustainment brigade representatives, liaison officers, and others as required.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, m",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0438,FM6_0_2022_STRUCT_0648,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Agenda (Responsibly Party),,main_text,"Inputs: Higher and sustainment organizations plans, orders, directives, and policy. Updated running estimates. Outputs: Recommend priorities of support. Synchronized sustainment operation 24– 72 hours. Fragmentary order as required. Roll call (G-4). Intelligence update (G-2). Operations update (G-3). Logistics update (transportation officer, supply and services officer, distribution management officer, engineer). Personnel update (G-1). Comptroller update (G-8). Health service support update (Surgeon). Summary of issue and recommendations",544,136,doctrinal_explanation;operational_context,qa;staff_advice,low,running estimate; sustainment; intelligence,지속판단; 지속지원; 정보,Chapter 4 / Agenda (Responsibly Party) 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Agenda (Responsibly Party)
Subsection: 
Type: main_text
Keywords: running estimate, sustainment, intelligence
Text: Inputs: Higher and sustainment organizations plans, orders, directives, and policy. Updated running estimates. Outputs: Recommend priorities of support. Synchronized sustainment operation 24– 72 hours. Fragmentary order as required. Roll call (G-4). Intelligence update (G-2). Operations update (G-3). Logistics update (transportation officer, supply and services officer, distribution management officer, engineer). Personnel update (G-1). Comptroller update (G-8). Health service support update (Surgeon). Summary of issue and recommendations","FM 6-0 (16 May 2022), FM 6-0, D: Inputs: Higher and sustainment organizations plans, orders, directives, and policy. Updated running estimates. Outputs: Recommend priorities of support. Synchronized sustainment operation 24– 72 hours. Fragmentary order as required. Roll call (G-4). Intelligence update (G-2). Operations update (G-3). Logistics update (transportation officer, supply and services officer, distribution management officer, engineer). Personnel update (G-1). Comptroll",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0439,FM6_0_2022_STRUCT_0548,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Guidance (G-4).,,main_text,"assistant chief of staff, personnel assistant chief of staff, logistics assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, financial management",227,57,doctrinal_explanation;operational_context,qa;staff_advice,low,staff; intelligence,참모; 정보,Chapter 4 / Guidance (G-4). 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Guidance (G-4).
Subsection: 
Type: main_text
Keywords: staff, intelligence
Text: assistant chief of staff, personnel assistant chief of staff, logistics assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, financial management","FM 6-0 (16 May 2022), FM 6-0, D: assistant chief of staff, personnel assistant chief of staff, logistics assistant chief of staff, intelligence assistant chief of staff, signal assistant chief of staff, operations assistant chief of staff, financial management",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0440,FM6_0_2022_STRUCT_0549,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Targeting Working Group,,main_text,"4-46. The chief of fires (at the theater army), deputy fire support coordinator (at corps or division), or fire support officer (at brigade and battalion) leads the targeting working group. Members of the targeting working group perform the detailed staff work associated with targeting. Based on the commander’s guidance and priorities, the targeting working group determines which targets to engage and how, where, and when to engage them. The staff then assigns friendly capabilities to locate and track targets and engage those targets to produce the desired effect on each target. Members present the results of their work to the commander at the targeting board (see paragraphs 4-58 and 4-59) for approval. Sample instructions for a division-level targeting working group are listed in table 4-14. Table 4-14. Sample targeting working group",846,212,doctrinal_explanation;operational_context,qa;staff_advice,medium,commander; staff; working group; board; targeting; fires,지휘관; 참모; 실무회의; 위원회; 표적처리; 화력,Chapter 4 / Targeting Working Group 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Targeting Working Group
Subsection: 
Type: main_text
Keywords: commander, staff, working group, board, targeting, fires
Text: 4-46. The chief of fires (at the theater army), deputy fire support coordinator (at corps or division), or fire support officer (at brigade and battalion) leads the targeting working group. Members of the targeting working group perform the detailed staff work associated with targeting. Based on the commander’s guidance and priorities, the targeting working group determines which targets to engage and how, where, and when to engage them. The staff then assigns friendly capabilities to locate and track targets and engage those targets to produce the desired effect on each target. Members present the results of their work to the commander at the targeting board (see paragraphs 4-58 and 4-59) for approval. Sample instructions for a division-level targeting working group are listed in table 4-14. Table 4-14. Sample targeting working group","FM 6-0 (16 May 2022), FM 6-0, D: 4-46. The chief of fires (at the theater army), deputy fire support coordinator (at corps or division), or fire support officer (at brigade and battalion) leads the targeting working group. Members of the targeting working group perform the detailed staff work associated with targeting. Based on the commander’s guidance and priorities, the targeting working group determines which targets to engage and how, where, and when to engage them. The staf",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0441,FM6_0_2022_STRUCT_0642,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Frequency: Daily.,,main_text,Duration: 1.5 hours.,20,5,doctrinal_explanation;operational_context,qa;staff_advice,low,duration; hours,,Chapter 4 / Frequency: Daily. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Frequency: Daily.
Subsection: 
Type: main_text
Keywords: duration, hours
Text: Duration: 1.5 hours.","FM 6-0 (16 May 2022), FM 6-0, D: Duration: 1.5 hours.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0442,FM6_0_2022_STRUCT_0554,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Location: Fires cell.,,main_text,"Medium: Face-to-face, defense collaboration services.",53,14,doctrinal_explanation;operational_context,qa;staff_advice,low,medium; face-to-face; defense; collaboration; services,,Chapter 4 / Location: Fires cell. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Location: Fires cell.
Subsection: 
Type: main_text
Keywords: medium, face-to-face, defense, collaboration, services
Text: Medium: Face-to-face, defense collaboration services.","FM 6-0 (16 May 2022), FM 6-0, D: Medium: Face-to-face, defense collaboration services.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0443,FM6_0_2022_STRUCT_0645,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,84,84,D,D,Chapter 4,Staff lead: DFSCOORD.,,main_text,Chair: Chief of staff.,22,6,doctrinal_explanation;operational_context,qa;staff_advice,low,staff,참모,Chapter 4 / Staff lead: DFSCOORD. 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 4
Section: Staff lead: DFSCOORD.
Subsection: 
Type: main_text
Keywords: staff
Text: Chair: Chief of staff.","FM 6-0 (16 May 2022), FM 6-0, D: Chair: Chief of staff.",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
